Rank	Gene.ID	AUC value	Avg. Diff.1	Power2	Pct.13	Pct.24	p.value	Cluster.ID	Associated.Cell.Population	Surface Marker5
842	C12ORF44	0.73	1.47	0.46	0.678	0.324	8.24E-21	DC6	pDC	0
843	POLB	0.73	1.79	0.46	0.637	0.233	2.41E-24	DC6	pDC	0
844	LMAN1	0.73	1.83	0.46	0.614	0.229	1.14E-24	DC6	pDC	1
845	AK057596	0.73	1.27	0.45	0.877	0.764	8.32E-30	DC6	pDC	0
846	PHC3	0.73	1.1	0.45	0.965	0.93	2.37E-20	DC6	pDC	0
847	SUSD1	0.73	2.21	0.45	0.556	0.135	3.97E-30	DC6	pDC	1
848	ANKRD36B	0.73	1.82	0.45	0.754	0.436	2.05E-22	DC6	pDC	0
849	CRIM1	0.73	1.92	0.45	0.515	0.077	3.78E-34	DC6	pDC	1
850	MGAT4A	0.73	2.06	0.45	0.719	0.504	1.22E-47	DC6	pDC	0
851	SEL1L3	0.73	2.03	0.45	0.602	0.189	1.20E-25	DC6	pDC	1
852	SLC7A11	0.73	1.96	0.45	0.76	0.588	3.92E-82	DC6	pDC	1
853	MILR1	0.72	1.26	0.45	0.895	0.737	1.21E-23	DC6	pDC	1
854	PAPLN	0.72	1.95	0.45	0.871	0.762	1.62E-50	DC6	pDC	0
855	CLN8	0.72	1.52	0.45	0.889	0.814	1.58E-30	DC6	pDC	1
856	VAMP1	0.72	2.24	0.44	0.55	0.142	2.79E-29	DC6	pDC	1
857	CCDC69	0.72	1.25	0.44	0.825	0.602	5.44E-19	DC6	pDC	0
858	KANK1	0.72	1.83	0.44	0.918	0.897	8.28E-75	DC6	pDC	0
859	LTB	0.72	2.58	0.44	0.532	0.138	3.10E-31	DC6	pDC	1
860	STRBP	0.72	2.16	0.44	0.538	0.13	1.09E-29	DC6	pDC	0
861	SLC20A1	0.72	1.15	0.44	0.807	0.501	1.72E-18	DC6	pDC	1
862	SNURF-SNRPN	0.72	2.42	0.44	0.813	0.665	2.84E-55	DC6	pDC	0
863	SOLH	0.72	1.68	0.44	0.561	0.173	1.33E-28	DC6	pDC	0
864	PARP10	0.72	2.5	0.43	0.532	0.145	1.58E-31	DC6	pDC	0
865	BX647938	0.72	2.04	0.43	0.632	0.345	7.93E-82	DC6	pDC	0
866	PAIP1	0.71	1.94	0.43	0.643	0.335	3.60E-26	DC6	pDC	0
867	MAGED1	0.71	2.08	0.42	0.55	0.18	6.44E-27	DC6	pDC	0
868	DHTKD1	0.71	1.26	0.42	0.889	0.793	4.17E-21	DC6	pDC	0
869	IL28RA	0.71	2.45	0.42	0.725	0.517	4.10E-80	DC6	pDC	0
870	C5ORF62	0.71	2.12	0.41	0.538	0.154	2.26E-23	DC6	pDC	0
871	SLC35E2	0.71	1.09	0.41	0.953	0.893	8.10E-21	DC6	pDC	1
872	FZD3	0.71	1.09	0.41	0.906	0.781	1.45E-26	DC6	pDC	1
873	EGLN3	0.71	1.23	0.41	0.62	0.224	6.13E-20	DC6	pDC	0
874	MEF2D	0.71	1.18	0.41	0.655	0.313	1.25E-19	DC6	pDC	0
875	TNFAIP3	0.71	1.04	0.41	0.749	0.447	1.46E-16	DC6	pDC	0
876	COL24A1	0.7	2.42	0.41	0.556	0.238	4.03E-49	DC6	pDC	0
877	MCOLN2	0.7	1.32	0.41	0.749	0.478	2.75E-18	DC6	pDC	1
878	TUBB6	0.7	1.49	0.41	0.678	0.357	7.80E-17	DC6	pDC	1
879	CLCN5	0.7	1.97	0.41	0.655	0.394	2.84E-34	DC6	pDC	1
880	FUT7	0.7	2.12	0.4	0.509	0.144	5.95E-25	DC6	pDC	0
881	SFT2D2	0.7	1.16	0.4	0.836	0.627	5.34E-16	DC6	pDC	1
882	CSNK1E	0.7	1.26	0.4	0.819	0.62	1.73E-17	DC6	pDC	0
883	NOP56	0.7	1.01	0.4	0.83	0.506	9.36E-15	DC6	pDC	1
884	ST3GAL4	0.7	2.14	0.4	0.52	0.177	4.39E-25	DC6	pDC	1
885	DPPA4	0.7	3.1	0.4	0.602	0.347	2.06E-73	DC6	pDC	0
886	GNG7	0.7	1.36	0.39	0.661	0.406	2.74E-19	DC6	pDC	0
887	SEC61A1	0.7	1.11	0.39	0.871	0.695	1.42E-12	DC6	pDC	1
888	DSN1	0.69	2.05	0.39	0.538	0.201	2.30E-21	DC6	pDC	0
889	FLJ42627	0.69	1.55	0.39	0.807	0.699	1.23E-30	DC6	pDC	0
890	ZDHHC4	0.69	1.71	0.39	0.55	0.226	2.54E-19	DC6	pDC	1
891	CCR2	0.69	1.5	0.39	0.573	0.224	1.07E-17	DC6	pDC	1
892	C6ORF25	0.69	2.49	0.38	0.719	0.56	3.42E-64	DC6	pDC	1
893	ITPR2	0.69	1.16	0.38	0.719	0.419	3.40E-14	DC6	pDC	1
894	TMEM63A	0.69	1.67	0.38	0.579	0.242	5.41E-18	DC6	pDC	1
895	ABCA2	0.69	2.15	0.38	0.503	0.17	6.16E-26	DC6	pDC	1
896	ADA	0.69	1.19	0.38	0.661	0.361	1.49E-13	DC6	pDC	0
897	FOXRED2	0.69	1.36	0.38	0.801	0.713	1.80E-32	DC6	pDC	0
898	ST3GAL2	0.69	1.53	0.38	0.684	0.433	1.75E-18	DC6	pDC	1
899	PMS2P5	0.69	1.09	0.38	0.719	0.487	2.54E-16	DC6	pDC	0
900	SGSM3	0.69	1.29	0.37	0.649	0.35	8.91E-14	DC6	pDC	1
901	USP11	0.69	1.44	0.37	0.561	0.238	1.71E-18	DC6	pDC	0
902	GAB1	0.69	1.2	0.37	0.544	0.196	1.51E-17	DC6	pDC	0
903	STT3A	0.69	1.14	0.37	0.754	0.489	1.18E-11	DC6	pDC	1
904	SULF2	0.69	1.02	0.37	0.807	0.599	4.03E-12	DC6	pDC	1
905	C18ORF8	0.68	1.31	0.37	0.62	0.303	2.34E-14	DC6	pDC	0
906	DENND5B	0.68	1.45	0.36	0.673	0.431	5.91E-23	DC6	pDC	1
907	NFX1	0.68	1.09	0.36	0.877	0.772	8.04E-13	DC6	pDC	0
908	SUZ12P	0.68	1.62	0.36	0.62	0.378	6.88E-24	DC6	pDC	0
909	CTNS	0.68	1.79	0.36	0.596	0.342	1.19E-19	DC6	pDC	1
910	TXNDC5	0.68	1.34	0.36	0.725	0.536	1.23E-15	DC6	pDC	0
911	SETBP1	0.68	1.13	0.36	0.561	0.24	1.18E-15	DC6	pDC	0
912	TATDN3	0.68	1.21	0.36	0.86	0.783	3.10E-14	DC6	pDC	0
913	LOC642776	0.68	1.03	0.36	0.515	0.196	6.65E-18	DC6	pDC	0
914	MDFIC	0.68	1.31	0.36	0.719	0.524	9.00E-17	DC6	pDC	1
915	SEC11C	0.68	1.35	0.36	0.655	0.419	2.22E-12	DC6	pDC	1
916	UBA5	0.68	1.11	0.35	0.942	0.881	1.67E-16	DC6	pDC	1
917	MYO1E	0.68	1.05	0.35	0.632	0.329	1.65E-13	DC6	pDC	0
918	TASP1	0.68	1.38	0.35	0.538	0.215	6.44E-16	DC6	pDC	0
919	PIK3CD	0.67	1.01	0.35	0.877	0.795	1.41E-11	DC6	pDC	0
920	MDN1	0.67	1.26	0.35	0.608	0.31	1.54E-13	DC6	pDC	0
921	PPARA	0.67	1.06	0.34	0.848	0.715	4.65E-18	DC6	pDC	0
922	DQ576756	0.67	1.01	0.34	0.86	0.753	4.03E-13	DC6	pDC	0
923	TCL6	0.67	1.9	0.34	0.655	0.478	1.16E-44	DC6	pDC	0
924	TGFBR2	0.67	1.22	0.34	0.567	0.256	1.50E-13	DC6	pDC	1
925	TP53I11	0.67	1.36	0.34	0.503	0.187	1.84E-16	DC6	pDC	1
926	11-Sep	0.67	1.69	0.34	0.678	0.48	2.94E-16	DC6	pDC	0
927	SBDS	0.67	1.14	0.34	0.673	0.462	3.39E-11	DC6	pDC	0
928	ZFYVE26	0.67	1.55	0.34	0.772	0.639	4.69E-24	DC6	pDC	0
929	BTAF1	0.67	1.29	0.33	0.784	0.622	5.15E-12	DC6	pDC	0
930	C5ORF45	0.67	1.05	0.33	0.947	0.93	1.80E-16	DC6	pDC	0
931	PTK7	0.67	1.92	0.33	0.661	0.515	1.06E-41	DC6	pDC	1
932	SRPR	0.67	1.01	0.33	0.749	0.573	2.61E-09	DC6	pDC	0
933	ERO1LB	0.66	1.12	0.33	0.661	0.434	1.32E-12	DC6	pDC	1
934	NAPSA	0.66	1.67	0.33	0.813	0.651	1.52E-27	DC6	pDC	0
935	C9ORF91	0.66	1.61	0.33	0.632	0.412	6.69E-19	DC6	pDC	1
936	STAG3L3	0.66	1.22	0.32	0.772	0.641	1.65E-12	DC6	pDC	0
937	TULP4	0.66	1.5	0.32	0.579	0.333	6.34E-14	DC6	pDC	0
938	CYSLTR1	0.66	1.02	0.32	0.55	0.259	2.54E-15	DC6	pDC	1
939	LOC284551	0.66	1.76	0.32	0.772	0.644	3.44E-52	DC6	pDC	0
940	SNRNP25	0.66	1.05	0.32	0.608	0.377	2.78E-11	DC6	pDC	0
941	ALG2	0.66	1.28	0.32	0.567	0.296	4.49E-12	DC6	pDC	1
942	ITGAE	0.66	1.22	0.32	0.538	0.273	1.23E-12	DC6	pDC	1
943	MAP2K6	0.66	1.45	0.32	0.509	0.231	1.34E-12	DC6	pDC	0
944	TBCC	0.66	1.25	0.32	0.585	0.336	3.44E-09	DC6	pDC	0
945	OCLN	0.66	1.02	0.31	0.86	0.816	4.91E-16	DC6	pDC	1
946	DCPS	0.66	1.28	0.31	0.567	0.361	3.26E-13	DC6	pDC	0
947	LRP8	0.65	1.65	0.31	0.696	0.567	1.48E-34	DC6	pDC	1
948	STAG3L1	0.65	1.04	0.31	0.667	0.51	1.61E-13	DC6	pDC	0
949	KRR1	0.65	1.11	0.31	0.661	0.431	4.78E-10	DC6	pDC	0
950	C12ORF45	0.65	1.12	0.3	0.573	0.382	6.86E-12	DC6	pDC	0
951	PCYOX1	0.65	1.16	0.3	0.865	0.844	2.39E-20	DC6	pDC	1
952	SPNS3	0.65	1.25	0.3	0.579	0.357	1.31E-09	DC6	pDC	1
953	TPST2	0.65	1.1	0.3	0.573	0.356	2.40E-08	DC6	pDC	0
954	MYB	0.65	1.63	0.29	0.596	0.415	1.02E-27	DC6	pDC	0
955	SLC12A2	0.65	1.15	0.29	0.696	0.553	1.38E-17	DC6	pDC	1
956	ZBTB33	0.65	1.03	0.29	0.596	0.387	1.36E-12	DC6	pDC	0
957	ABI2	0.65	1.26	0.29	0.713	0.59	3.70E-12	DC6	pDC	0
958	PMS2L2	0.65	1.32	0.29	0.509	0.277	8.55E-13	DC6	pDC	0
959	GLCE	0.64	1.31	0.29	0.526	0.278	7.81E-11	DC6	pDC	1
960	ITPR1	0.64	1.35	0.29	0.532	0.289	3.96E-11	DC6	pDC	1
961	MRPL36	0.64	1.27	0.29	0.503	0.278	2.11E-11	DC6	pDC	0
962	C5ORF64	0.64	2.43	0.28	0.573	0.433	1.86E-61	DC6	pDC	0
963	PFKP	0.64	1.68	0.28	0.585	0.422	4.59E-15	DC6	pDC	0
964	S100PBP	0.64	1.73	0.28	0.667	0.541	8.40E-22	DC6	pDC	0
965	SPON2	0.64	2.57	0.28	0.538	0.347	1.27E-33	DC6	pDC	0
966	SPG20	0.64	1.27	0.28	0.556	0.329	5.79E-09	DC6	pDC	0
967	TRDMT1	0.64	1.29	0.28	0.585	0.38	8.97E-09	DC6	pDC	0
968	N4BP2L1	0.64	1.02	0.28	0.673	0.527	6.39E-10	DC6	pDC	0
969	PPP6R1	0.64	1.06	0.28	0.655	0.489	8.51E-10	DC6	pDC	0
970	RCL1	0.64	1.49	0.27	0.649	0.503	2.18E-15	DC6	pDC	0
971	ZNF506	0.64	1.12	0.27	0.854	0.841	1.80E-18	DC6	pDC	0
972	AHCY	0.64	1.04	0.27	0.596	0.44	2.77E-08	DC6	pDC	0
973	CXORF21	0.64	1.14	0.27	0.626	0.452	1.59E-08	DC6	pDC	0
974	CCS	0.63	1.02	0.27	0.556	0.361	3.40E-09	DC6	pDC	0
975	RNASEH2B	0.63	1.12	0.27	0.573	0.396	2.77E-09	DC6	pDC	0
976	SYS1	0.63	1.31	0.27	0.538	0.345	1.84E-09	DC6	pDC	1
977	P2RY6	0.63	1.05	0.27	0.561	0.349	7.11E-07	DC6	pDC	1
978	PPFIBP1	0.63	1.36	0.27	0.731	0.615	6.52E-28	DC6	pDC	0
979	NFATC2IP	0.63	1.1	0.26	0.76	0.694	3.27E-11	DC6	pDC	0
980	ZNF527	0.63	1.02	0.26	0.766	0.699	2.79E-15	DC6	pDC	0
981	MINA	0.63	1.18	0.26	0.526	0.291	8.42E-08	DC6	pDC	0
982	TAX1BP3	0.63	1.11	0.26	0.538	0.34	8.25E-08	DC6	pDC	0
983	DAAM1	0.63	1.66	0.26	0.515	0.338	1.84E-12	DC6	pDC	0
984	GALNT2	0.63	1.05	0.26	0.544	0.352	7.02E-10	DC6	pDC	0
985	LOC400657	0.63	1.47	0.26	0.544	0.37	1.40E-14	DC6	pDC	0
986	C1ORF55	0.63	1.11	0.26	0.836	0.809	4.29E-15	DC6	pDC	0
987	RREB1	0.63	1.04	0.26	0.766	0.646	6.14E-08	DC6	pDC	0
988	VIPR2	0.63	2.58	0.26	0.52	0.377	8.81E-77	DC6	pDC	1
989	ARL6IP6	0.63	1.01	0.25	0.526	0.336	2.70E-07	DC6	pDC	1
990	QDPR	0.63	1.15	0.25	0.503	0.326	1.54E-09	DC6	pDC	0
991	ABCA7	0.63	1.06	0.25	0.515	0.291	2.66E-07	DC6	pDC	1
992	SLC23A2	0.63	1.16	0.25	0.515	0.319	1.79E-08	DC6	pDC	1
993	BEX4	0.62	1.11	0.25	0.509	0.354	2.78E-08	DC6	pDC	0
994	SLC33A1	0.62	1.02	0.25	0.901	0.883	3.75E-13	DC6	pDC	1
995	THSD1P1	0.62	1.11	0.25	0.807	0.729	2.71E-14	DC6	pDC	0
996	ARHGEF4	0.62	1.29	0.24	0.632	0.532	5.51E-44	DC6	pDC	0
997	C6ORF170	0.62	1.22	0.24	0.585	0.468	6.37E-15	DC6	pDC	0
998	N4BP2	0.62	1.21	0.24	0.667	0.564	3.72E-11	DC6	pDC	0
999	SPATA5	0.62	1.11	0.24	0.871	0.844	5.18E-15	DC6	pDC	0
1000	CRYM-AS1	0.62	1.97	0.24	0.55	0.427	7.02E-46	DC6	pDC	0
1001	IQGAP2	0.62	1.02	0.24	0.561	0.38	4.07E-07	DC6	pDC	0
1002	DAPK2	0.62	2.09	0.23	0.585	0.492	4.57E-37	DC6	pDC	1
1003	MFSD2A	0.62	1.19	0.23	0.526	0.357	7.98E-08	DC6	pDC	1
1004	PCMTD1	0.61	1.02	0.23	0.673	0.55	7.17E-07	DC6	pDC	0
1005	ANKS3	0.61	1.06	0.23	0.643	0.496	8.28E-11	DC6	pDC	0
1006	CEP135	0.61	1.06	0.23	0.836	0.75	6.29E-09	DC6	pDC	0
1007	LOC100131089	0.61	1.79	0.23	0.614	0.506	2.78E-27	DC6	pDC	0
1008	ALDH5A1	0.61	2.22	0.22	0.509	0.368	1.71E-48	DC6	pDC	0
1009	BC034268	0.61	1.06	0.22	0.649	0.522	7.56E-12	DC6	pDC	0
1010	MAP4K4	0.61	1.17	0.22	0.573	0.427	4.60E-08	DC6	pDC	0
1011	SERTAD2	0.61	1.07	0.22	0.608	0.455	3.40E-07	DC6	pDC	0
1012	PCNX	0.61	1.29	0.22	0.509	0.347	4.74E-11	DC6	pDC	1
1013	PHLPP2	0.61	1.51	0.22	0.567	0.419	3.71E-12	DC6	pDC	0
1014	EFHC1	0.61	1.35	0.22	0.614	0.499	7.19E-11	DC6	pDC	0
1015	SP4	0.61	1.18	0.21	0.515	0.398	4.87E-13	DC6	pDC	0
1016	TRRAP	0.61	1.01	0.21	0.661	0.529	1.57E-07	DC6	pDC	1
1017	NICN1	0.6	1.04	0.21	0.725	0.669	1.29E-07	DC6	pDC	0
1018	TRIM74	0.6	1.16	0.2	0.509	0.375	2.42E-09	DC6	pDC	0
1019	HNRNPA1L2	0.6	1.14	0.2	0.509	0.354	3.23E-07	DC6	pDC	0
